entry_time,exit_time,ride_preference_1,ride_preference_2,ride_preference_3
11,17,Flying Coaster,Giga Coaster,Flying Coaster
10,16,Flying Coaster,Spiral Slide,Circus Train
14,18,Flying Coaster,Dizzy Dropper,Inverted Coaster
12,18,Merry Go Round,Zipline,Flying Coaster
12,18,Inverted Coaster,Go-Karts,Dizzy Dropper
12,17,Spinning Coaster,Free Fall,Go-Karts
11,16,Giant Wheel,Flying Coaster,Merry Go Round
10,18,Flying Coaster,Go-Karts,Bumper Cars
11,16,Flying Coaster,Go-Karts,Haunted House
10,16,Swing Ride,Merry Go Round,Spinning Coaster
11,15,Spinning Coaster,Flying Coaster,Spinning Coaster
14,18,Go-Karts,Flying Coaster,Haunted House
12,18,Flying Coaster,Flying Coaster,Rapids Ride
13,17,Water Ride,Merry Go Round,Giant Wheel
13,17,Go-Karts,Haunted House,Merry Go Round
14,18,Flying Coaster,Go-Karts,Haunted House
10,17,Flying Coaster,Flying Coaster,Bungee Jump
14,18,Circus Train,Bungee Jump,Flying Coaster
12,16,Flying Coaster,Merry Go Round,Merry Go Round
10,17,Bungee Jump,Crazy Dance,Merry Go Round
10,16,Flying Coaster,Flying Coaster,Merry Go Round
12,18,Zipline,Roller Coaster,Free Fall
14,18,Merry Go Round,Inverted Coaster,Flying Coaster
12,18,Bumper Cars,Flying Coaster,Flying Coaster
10,17,Giant Wheel,Flying Coaster,Go-Karts
14,18,Circus Train,Go-Karts,Bumper Cars
13,17,Swing Ride,Spinning Coaster,Free Fall
13,17,Flying Coaster,Merry Go Round,Superman Ride
12,16,Bumper Cars,Flying Coaster,Bumper Cars
10,18,Superman Ride,Flying Coaster,Oz Theatre
10,15,Dizzy Dropper,Spiral Slide,Flying Coaster
14,18,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Flying Coaster,Go-Karts
10,15,Giga Coaster,Superman Ride,Flying Coaster
10,16,Spinning Coaster,Merry Go Round,Roller Coaster
14,18,Merry Go Round,Flying Coaster,Giant Wheel
10,14,Spinning Coaster,Merry Go Round,Zipline
12,18,Dizzy Dropper,Water Ride,Flying Coaster
14,18,Swing Ride,Spinning Coaster,Go-Karts
12,17,Drop Tower,Drop Tower,Giant Wheel
14,18,Flying Coaster,Go-Karts,Spinning Coaster
13,17,Bumper Cars,Flying Coaster,Bumper Cars
14,18,Circus Train,Bumper Cars,Flying Coaster
12,17,Flying Coaster,Go-Karts,Inverted Coaster
11,15,Circus Train,Kiddie Coaster,Go-Karts
11,15,Dizzy Dropper,Spiral Slide,Rapids Ride
10,16,Flying Coaster,Merry Go Round,Merry Go Round
10,15,Flying Coaster,Inverted Coaster,Go-Karts
14,18,Flying Coaster,Flying Coaster,Merry Go Round
11,18,Flying Coaster,Flying Coaster,Giant Wheel
13,17,Circus Train,Bumper Cars,Superman Ride
10,17,Water Ride,Flying Coaster,Bungee Jump
12,17,Merry Go Round,Dizzy Dropper,Spinning Coaster
12,16,Flying Coaster,Flying Coaster,Dizzy Dropper
10,17,Go-Karts,Spinning Coaster,Spinning Coaster
13,18,Inverted Coaster,Haunted House,Crazy Dance
10,16,Merry Go Round,Spinning Coaster,Kiddie Coaster
14,18,Flying Coaster,Flying Coaster,Flying Coaster
11,16,Free Fall,Flying Coaster,Spinning Coaster
10,16,Spiral Slide,Giga Coaster,Go-Karts
10,16,Dizzy Dropper,Spinning Coaster,Kiddie Coaster
10,18,Giant Wheel,Kiddie Coaster,Spinning Coaster
13,17,Spinning Coaster,Spinning Coaster,Flying Coaster
11,16,Giga Coaster,Swing Ride,Spinning Coaster
10,14,Crazy Dance,Himalaya Ride,Merry Go Round
14,18,Merry Go Round,Giant Wheel,Flying Coaster
13,17,Flying Coaster,Flying Coaster,Giant Wheel
14,18,Circus Train,Go-Karts,Flying Coaster
12,17,Go-Karts,Flying Coaster,Spinning Coaster
14,18,Rapids Ride,Flying Coaster,Bungee Jump
12,16,Flying Coaster,Flying Coaster,Inverted Coaster
12,17,Flying Coaster,Flying Coaster,Drop Tower
14,18,Roller Coaster,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Flying Coaster,Flying Coaster
12,17,Free Fall,Flying Coaster,Flying Coaster
14,18,Merry Go Round,Flying Coaster,Flying Coaster
13,18,Kiddie Coaster,Bungee Jump,Merry Go Round
11,17,Go-Karts,Circus Train,Rapids Ride
14,18,Flying Coaster,Merry Go Round,Circus Train
13,18,Flying Coaster,Rapids Ride,Spiral Slide
12,17,Swing Ride,Merry Go Round,Bumper Cars
12,17,Giant Wheel,Merry Go Round,Merry Go Round
12,17,Merry Go Round,Rapids Ride,Kiddie Coaster
12,16,Rapids Ride,Go-Karts,Rapids Ride
11,17,Drop Tower,Superman Ride,Giant Wheel
14,18,Free Fall,Giant Wheel,Flying Coaster
12,16,Kiddie Coaster,Go-Karts,Flying Coaster
10,18,Drop Tower,Go-Karts,Haunted House
11,16,Flying Coaster,Spinning Coaster,Drop Tower
12,16,Giant Wheel,Flying Coaster,Crazy Dance
11,18,Go-Karts,Giant Wheel,Spinning Coaster
12,17,Bumper Cars,Roller Coaster,Flying Coaster
13,17,Go-Karts,Go-Karts,Flying Coaster
11,16,Flying Coaster,Oz Theatre,Flying Coaster
11,16,Merry Go Round,Flying Coaster,Rapids Ride
11,15,Flying Coaster,Flying Coaster,Swing Ride
11,15,Flying Coaster,Oz Theatre,Merry Go Round
14,18,Haunted House,Bumper Cars,Bungee Jump
10,16,Flying Coaster,Flying Coaster,Bungee Jump
11,18,Go-Karts,Circus Train,Bungee Jump
12,18,Swing Ride,Merry Go Round,Drop Tower
13,17,Giant Wheel,Flying Coaster,Go-Karts
12,17,Spiral Slide,Spinning Coaster,Merry Go Round
12,18,Circus Train,Spinning Coaster,Flying Coaster
11,17,Oz Theatre,Go-Karts,Merry Go Round
10,16,Spinning Coaster,Inverted Coaster,Go-Karts
12,18,Flying Coaster,Go-Karts,Spinning Coaster
14,18,Go-Karts,Flying Coaster,Circus Train
11,18,Go-Karts,Giant Wheel,Flying Coaster
14,18,Rapids Ride,Flying Coaster,Merry Go Round
11,15,Inverted Coaster,Flying Coaster,Bungee Jump
10,17,Spinning Coaster,Flying Coaster,Bumper Cars
14,18,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Go-Karts,Superman Ride
10,15,Flying Coaster,Merry Go Round,Merry Go Round
14,18,Spinning Coaster,Flying Coaster,Flying Coaster
10,14,Haunted House,Flying Coaster,Giant Wheel
11,17,Flying Coaster,Merry Go Round,Spinning Coaster
13,18,Flying Coaster,Bumper Cars,Flying Coaster
12,17,Rapids Ride,Rapids Ride,Go-Karts
12,16,Flying Coaster,Inverted Coaster,Kiddie Coaster
10,15,Giant Wheel,Go-Karts,Flying Coaster
10,18,Superman Ride,Merry Go Round,Flying Coaster
14,18,Flying Coaster,Haunted House,Bungee Jump
13,17,Crazy Dance,Flying Coaster,Superman Ride
13,18,Circus Train,Zipline,Flying Coaster
14,18,Giant Wheel,Go-Karts,Flying Coaster
12,18,Bumper Cars,Merry Go Round,Merry Go Round
14,18,Flying Coaster,Oz Theatre,Flying Coaster
10,18,Flying Coaster,Flying Coaster,Bumper Cars
13,17,Kiddie Coaster,Giant Wheel,Circus Train
14,18,Inverted Coaster,Rapids Ride,Flying Coaster
12,17,Merry Go Round,Giant Wheel,Oz Theatre
10,14,Inverted Coaster,Crazy Dance,Flying Coaster
10,17,Giant Wheel,Flying Coaster,Flying Coaster
11,15,Water Ride,Go-Karts,Flying Coaster
12,17,Merry Go Round,Flying Coaster,Go-Karts
11,15,Circus Train,Haunted House,Spiral Slide
13,18,Go-Karts,Rapids Ride,Flying Coaster
13,18,Rapids Ride,Go-Karts,Inverted Coaster
13,18,Circus Train,Spinning Coaster,Circus Train
13,18,Bumper Cars,Free Fall,Bungee Jump
14,18,Merry Go Round,Free Fall,Flying Coaster
12,16,Dizzy Dropper,Spinning Coaster,Merry Go Round
13,17,Flying Coaster,Spinning Coaster,Kiddie Coaster
12,18,Go-Karts,Flying Coaster,Kiddie Coaster
12,18,Flying Coaster,Bumper Cars,Free Fall
10,16,Zipline,Circus Train,Flying Coaster
13,18,Spinning Coaster,Giant Wheel,Inverted Coaster
13,17,Spinning Coaster,Flying Coaster,Merry Go Round
10,15,Merry Go Round,Himalaya Ride,Flying Coaster
12,17,Giant Wheel,Rapids Ride,Roller Coaster
11,17,Merry Go Round,Free Fall,Go-Karts
12,17,Flying Coaster,Himalaya Ride,Circus Train
13,17,Rapids Ride,Merry Go Round,Flying Coaster
13,17,Dizzy Dropper,Rapids Ride,Spinning Coaster
13,18,Flying Coaster,Merry Go Round,Circus Train
10,16,Roller Coaster,Bungee Jump,Flying Coaster
12,16,Go-Karts,Flying Coaster,Swing Ride
10,15,Go-Karts,Free Fall,Flying Coaster
12,16,Flying Coaster,Flying Coaster,Bungee Jump
13,17,Merry Go Round,Flying Coaster,Flying Coaster
10,17,Flying Coaster,Bungee Jump,Spinning Coaster
13,17,Flying Coaster,Himalaya Ride,Go-Karts
12,16,Go-Karts,Go-Karts,Spinning Coaster
12,18,Bumper Cars,Swing Ride,Free Fall
13,17,Flying Coaster,Flying Coaster,Bumper Cars
11,17,Merry Go Round,Flying Coaster,Zipline
13,17,Go-Karts,Superman Ride,Bungee Jump
12,16,Flying Coaster,Flying Coaster,Spinning Coaster
13,17,Merry Go Round,Flying Coaster,Merry Go Round
10,17,Merry Go Round,Drop Tower,Flying Coaster
10,16,Superman Ride,Rapids Ride,Giant Wheel
10,18,Merry Go Round,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Bungee Jump,Merry Go Round
10,14,Flying Coaster,Merry Go Round,Haunted House
10,16,Spinning Coaster,Flying Coaster,Go-Karts
11,18,Merry Go Round,Go-Karts,Swing Ride
13,18,Merry Go Round,Giant Wheel,Go-Karts
14,18,Flying Coaster,Flying Coaster,Bungee Jump
10,15,Bungee Jump,Swing Ride,Merry Go Round
11,17,Flying Coaster,Bungee Jump,Flying Coaster
12,16,Giant Wheel,Flying Coaster,Flying Coaster
11,17,Spinning Coaster,Flying Coaster,Flying Coaster
11,18,Spinning Coaster,Spinning Coaster,Giant Wheel
10,15,Swing Ride,Bungee Jump,Flying Coaster
14,18,Inverted Coaster,Merry Go Round,Go-Karts
14,18,Rapids Ride,Go-Karts,Oz Theatre
14,18,Haunted House,Spiral Slide,Bungee Jump
14,18,Free Fall,Giant Wheel,Bungee Jump
13,18,Dizzy Dropper,Circus Train,Merry Go Round
10,16,Flying Coaster,Flying Coaster,Haunted House
14,18,Bungee Jump,Inverted Coaster,Giant Wheel
13,18,Merry Go Round,Merry Go Round,Flying Coaster
11,16,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Merry Go Round,Merry Go Round
12,18,Drop Tower,Flying Coaster,Superman Ride
10,16,Flying Coaster,Flying Coaster,Go-Karts
11,18,Flying Coaster,Merry Go Round,Circus Train
13,17,Zipline,Drop Tower,Giga Coaster
11,17,Flying Coaster,Flying Coaster,Inverted Coaster
13,18,Flying Coaster,Flying Coaster,Giant Wheel
14,18,Kiddie Coaster,Merry Go Round,Rapids Ride
11,18,Flying Coaster,Inverted Coaster,Circus Train
10,15,Haunted House,Giant Wheel,Go-Karts
13,17,Merry Go Round,Flying Coaster,Merry Go Round
14,18,Flying Coaster,Merry Go Round,Zipline
14,18,Merry Go Round,Merry Go Round,Drop Tower
10,17,Flying Coaster,Giant Wheel,Haunted House
10,16,Himalaya Ride,Dizzy Dropper,Flying Coaster
14,18,Merry Go Round,Flying Coaster,Go-Karts
13,18,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Roller Coaster,Bungee Jump,Water Ride
14,18,Giant Wheel,Flying Coaster,Flying Coaster
13,17,Bumper Cars,Oz Theatre,Flying Coaster
13,17,Flying Coaster,Bungee Jump,Oz Theatre
13,18,Flying Coaster,Merry Go Round,Free Fall
11,18,Bungee Jump,Bungee Jump,Flying Coaster
12,18,Circus Train,Merry Go Round,Merry Go Round
11,15,Flying Coaster,Giant Wheel,Drop Tower
11,15,Himalaya Ride,Flying Coaster,Giant Wheel
13,17,Flying Coaster,Flying Coaster,Himalaya Ride
13,18,Flying Coaster,Flying Coaster,Go-Karts
13,18,Merry Go Round,Flying Coaster,Giant Wheel
10,15,Spiral Slide,Go-Karts,Inverted Coaster
14,18,Superman Ride,Go-Karts,Flying Coaster
13,18,Flying Coaster,Merry Go Round,Flying Coaster
14,18,Bungee Jump,Bumper Cars,Go-Karts
12,17,Flying Coaster,Spiral Slide,Inverted Coaster
11,15,Circus Train,Flying Coaster,Flying Coaster
11,18,Roller Coaster,Merry Go Round,Flying Coaster
10,14,Roller Coaster,Circus Train,Giga Coaster
12,18,Drop Tower,Flying Coaster,Crazy Dance
13,17,Spinning Coaster,Merry Go Round,Zipline
13,17,Flying Coaster,Flying Coaster,Merry Go Round
11,18,Flying Coaster,Bungee Jump,Flying Coaster
13,18,Merry Go Round,Circus Train,Flying Coaster
13,17,Go-Karts,Go-Karts,Merry Go Round
12,16,Merry Go Round,Giant Wheel,Merry Go Round
12,18,Go-Karts,Merry Go Round,Drop Tower
12,16,Kiddie Coaster,Flying Coaster,Swing Ride
12,17,Circus Train,Dizzy Dropper,Flying Coaster
14,18,Merry Go Round,Dizzy Dropper,Spinning Coaster
10,14,Go-Karts,Flying Coaster,Spinning Coaster
13,17,Himalaya Ride,Merry Go Round,Water Ride
12,16,Flying Coaster,Flying Coaster,Free Fall
12,16,Zipline,Zipline,Himalaya Ride
13,17,Merry Go Round,Spinning Coaster,Spinning Coaster
12,16,Water Ride,Dizzy Dropper,Go-Karts
14,18,Zipline,Haunted House,Flying Coaster
10,15,Go-Karts,Giant Wheel,Dizzy Dropper
10,15,Flying Coaster,Go-Karts,Merry Go Round
11,16,Giant Wheel,Spinning Coaster,Oz Theatre
12,18,Zipline,Flying Coaster,Himalaya Ride
12,18,Flying Coaster,Merry Go Round,Free Fall
13,17,Flying Coaster,Flying Coaster,Bungee Jump
13,18,Haunted House,Merry Go Round,Flying Coaster
12,16,Roller Coaster,Merry Go Round,Flying Coaster
12,17,Go-Karts,Flying Coaster,Go-Karts
10,16,Rapids Ride,Superman Ride,Flying Coaster
12,16,Go-Karts,Flying Coaster,Haunted House
11,15,Merry Go Round,Go-Karts,Giant Wheel
11,16,Oz Theatre,Oz Theatre,Merry Go Round
11,15,Giant Wheel,Spinning Coaster,Flying Coaster
10,16,Swing Ride,Flying Coaster,Kiddie Coaster
14,18,Merry Go Round,Spinning Coaster,Flying Coaster
11,18,Spinning Coaster,Merry Go Round,Water Ride
13,18,Merry Go Round,Crazy Dance,Bumper Cars
13,17,Go-Karts,Free Fall,Flying Coaster
12,18,Flying Coaster,Flying Coaster,Rapids Ride
12,17,Spinning Coaster,Inverted Coaster,Flying Coaster
13,17,Go-Karts,Haunted House,Merry Go Round
14,18,Kiddie Coaster,Merry Go Round,Free Fall
10,14,Bungee Jump,Merry Go Round,Merry Go Round
14,18,Spinning Coaster,Kiddie Coaster,Merry Go Round
14,18,Giant Wheel,Rapids Ride,Merry Go Round
12,17,Bumper Cars,Circus Train,Bungee Jump
14,18,Flying Coaster,Crazy Dance,Flying Coaster
11,17,Circus Train,Merry Go Round,Rapids Ride
10,17,Superman Ride,Go-Karts,Flying Coaster
13,18,Flying Coaster,Merry Go Round,Flying Coaster
11,15,Go-Karts,Merry Go Round,Go-Karts
13,17,Flying Coaster,Merry Go Round,Go-Karts
12,16,Flying Coaster,Bungee Jump,Flying Coaster
10,14,Zipline,Merry Go Round,Giant Wheel
11,15,Roller Coaster,Merry Go Round,Giga Coaster
13,17,Dizzy Dropper,Circus Train,Flying Coaster
10,16,Flying Coaster,Bumper Cars,Bungee Jump
10,18,Flying Coaster,Bumper Cars,Flying Coaster
11,17,Merry Go Round,Inverted Coaster,Flying Coaster
12,16,Spinning Coaster,Bungee Jump,Flying Coaster
13,17,Giant Wheel,Zipline,Flying Coaster
14,18,Go-Karts,Flying Coaster,Water Ride
12,16,Flying Coaster,Flying Coaster,Flying Coaster
13,18,Go-Karts,Free Fall,Merry Go Round
10,17,Flying Coaster,Dizzy Dropper,Flying Coaster
13,17,Merry Go Round,Merry Go Round,Flying Coaster
11,18,Flying Coaster,Flying Coaster,Merry Go Round
10,14,Crazy Dance,Rapids Ride,Swing Ride
13,17,Kiddie Coaster,Flying Coaster,Flying Coaster
12,17,Merry Go Round,Kiddie Coaster,Kiddie Coaster
13,18,Merry Go Round,Merry Go Round,Flying Coaster
10,14,Spinning Coaster,Rapids Ride,Merry Go Round
11,15,Flying Coaster,Oz Theatre,Flying Coaster
12,17,Giant Wheel,Spiral Slide,Merry Go Round
14,18,Merry Go Round,Flying Coaster,Merry Go Round
11,18,Merry Go Round,Giant Wheel,Water Ride
14,18,Flying Coaster,Oz Theatre,Oz Theatre
12,16,Go-Karts,Bumper Cars,Flying Coaster
11,16,Circus Train,Giant Wheel,Spinning Coaster
11,18,Flying Coaster,Flying Coaster,Bumper Cars
13,17,Crazy Dance,Spinning Coaster,Merry Go Round
11,16,Circus Train,Zipline,Flying Coaster
11,15,Giant Wheel,Giant Wheel,Giant Wheel
10,17,Merry Go Round,Flying Coaster,Kiddie Coaster
10,16,Superman Ride,Merry Go Round,Circus Train
14,18,Inverted Coaster,Go-Karts,Merry Go Round
13,17,Flying Coaster,Spinning Coaster,Flying Coaster
14,18,Bungee Jump,Go-Karts,Flying Coaster
13,17,Flying Coaster,Merry Go Round,Flying Coaster
11,15,Superman Ride,Flying Coaster,Giant Wheel
13,18,Flying Coaster,Rapids Ride,Flying Coaster
11,18,Dizzy Dropper,Merry Go Round,Kiddie Coaster
12,17,Rapids Ride,Spinning Coaster,Zipline
13,18,Circus Train,Oz Theatre,Flying Coaster
10,17,Drop Tower,Merry Go Round,Bungee Jump
11,18,Drop Tower,Flying Coaster,Rapids Ride
13,17,Spinning Coaster,Merry Go Round,Go-Karts
12,17,Bumper Cars,Spiral Slide,Go-Karts
14,18,Bumper Cars,Merry Go Round,Flying Coaster
13,17,Circus Train,Spiral Slide,Rapids Ride
14,18,Flying Coaster,Swing Ride,Bumper Cars
12,16,Water Ride,Flying Coaster,Flying Coaster
12,18,Merry Go Round,Go-Karts,Superman Ride
11,17,Flying Coaster,Kiddie Coaster,Rapids Ride
11,18,Flying Coaster,Bungee Jump,Flying Coaster
12,17,Flying Coaster,Merry Go Round,Spinning Coaster
12,18,Spinning Coaster,Go-Karts,Merry Go Round
14,18,Rapids Ride,Inverted Coaster,Merry Go Round
10,15,Merry Go Round,Crazy Dance,Flying Coaster
13,17,Flying Coaster,Water Ride,Circus Train
13,17,Flying Coaster,Merry Go Round,Flying Coaster
11,15,Swing Ride,Merry Go Round,Oz Theatre
13,17,Inverted Coaster,Oz Theatre,Bungee Jump
11,16,Giant Wheel,Kiddie Coaster,Flying Coaster
14,18,Giant Wheel,Merry Go Round,Drop Tower
10,14,Spinning Coaster,Flying Coaster,Merry Go Round
14,18,Flying Coaster,Merry Go Round,Bungee Jump
14,18,Flying Coaster,Kiddie Coaster,Flying Coaster
10,14,Water Ride,Circus Train,Inverted Coaster
10,14,Flying Coaster,Circus Train,Flying Coaster
11,16,Flying Coaster,Flying Coaster,Bungee Jump
13,18,Crazy Dance,Water Ride,Flying Coaster
11,17,Bungee Jump,Superman Ride,Flying Coaster
13,17,Rapids Ride,Spinning Coaster,Merry Go Round
12,17,Flying Coaster,Flying Coaster,Swing Ride
10,16,Flying Coaster,Flying Coaster,Flying Coaster
11,18,Merry Go Round,Go-Karts,Free Fall
13,17,Flying Coaster,Bungee Jump,Go-Karts
14,18,Flying Coaster,Go-Karts,Spinning Coaster
13,17,Flying Coaster,Flying Coaster,Bungee Jump
10,15,Spinning Coaster,Giga Coaster,Spinning Coaster
11,15,Go-Karts,Go-Karts,Giant Wheel
14,18,Spinning Coaster,Merry Go Round,Flying Coaster
14,18,Oz Theatre,Giant Wheel,Flying Coaster
10,18,Bungee Jump,Go-Karts,Flying Coaster
11,16,Flying Coaster,Spiral Slide,Spinning Coaster
10,15,Kiddie Coaster,Spinning Coaster,Flying Coaster
11,15,Circus Train,Flying Coaster,Kiddie Coaster
12,17,Free Fall,Go-Karts,Spinning Coaster
12,16,Dizzy Dropper,Merry Go Round,Inverted Coaster
11,15,Superman Ride,Flying Coaster,Go-Karts
14,18,Bumper Cars,Circus Train,Flying Coaster
14,18,Superman Ride,Spinning Coaster,Haunted House
12,16,Oz Theatre,Rapids Ride,Zipline
13,18,Giga Coaster,Flying Coaster,Zipline
12,16,Bungee Jump,Flying Coaster,Zipline
13,17,Flying Coaster,Roller Coaster,Himalaya Ride
10,16,Crazy Dance,Water Ride,Merry Go Round
10,16,Swing Ride,Merry Go Round,Circus Train
14,18,Flying Coaster,Merry Go Round,Flying Coaster
11,17,Superman Ride,Flying Coaster,Bumper Cars
13,18,Merry Go Round,Circus Train,Drop Tower
11,16,Swing Ride,Merry Go Round,Bungee Jump
11,17,Merry Go Round,Drop Tower,Flying Coaster
14,18,Flying Coaster,Flying Coaster,Circus Train
12,18,Go-Karts,Merry Go Round,Spiral Slide
14,18,Circus Train,Bungee Jump,Merry Go Round
12,18,Inverted Coaster,Haunted House,Flying Coaster
11,16,Flying Coaster,Go-Karts,Merry Go Round
14,18,Go-Karts,Swing Ride,Bungee Jump
13,18,Flying Coaster,Go-Karts,Flying Coaster
12,17,Flying Coaster,Oz Theatre,Flying Coaster
11,16,Bungee Jump,Merry Go Round,Bungee Jump
12,17,Flying Coaster,Flying Coaster,Flying Coaster
12,17,Haunted House,Bumper Cars,Flying Coaster
14,18,Spiral Slide,Bungee Jump,Spinning Coaster
13,17,Flying Coaster,Merry Go Round,Flying Coaster
13,18,Merry Go Round,Bumper Cars,Dizzy Dropper
11,18,Rapids Ride,Haunted House,Flying Coaster
10,17,Kiddie Coaster,Giant Wheel,Haunted House
11,18,Flying Coaster,Flying Coaster,Flying Coaster
11,15,Water Ride,Flying Coaster,Free Fall
14,18,Go-Karts,Crazy Dance,Oz Theatre
13,17,Flying Coaster,Flying Coaster,Kiddie Coaster
12,16,Rapids Ride,Dizzy Dropper,Merry Go Round
12,16,Spinning Coaster,Himalaya Ride,Merry Go Round
11,17,Merry Go Round,Spiral Slide,Haunted House
14,18,Flying Coaster,Kiddie Coaster,Flying Coaster
14,18,Circus Train,Giant Wheel,Giga Coaster
13,17,Zipline,Flying Coaster,Bungee Jump
11,18,Go-Karts,Merry Go Round,Himalaya Ride
13,17,Flying Coaster,Rapids Ride,Drop Tower
13,17,Spiral Slide,Flying Coaster,Flying Coaster
13,17,Flying Coaster,Superman Ride,Flying Coaster
12,16,Swing Ride,Merry Go Round,Giant Wheel
10,15,Go-Karts,Flying Coaster,Inverted Coaster
14,18,Roller Coaster,Spinning Coaster,Flying Coaster
10,18,Merry Go Round,Merry Go Round,Go-Karts
12,16,Flying Coaster,Flying Coaster,Merry Go Round
10,15,Bungee Jump,Go-Karts,Giant Wheel
14,18,Water Ride,Go-Karts,Free Fall
13,18,Haunted House,Go-Karts,Merry Go Round
10,17,Giant Wheel,Merry Go Round,Go-Karts
12,16,Spinning Coaster,Circus Train,Zipline
14,18,Spinning Coaster,Roller Coaster,Flying Coaster
10,14,Flying Coaster,Spinning Coaster,Flying Coaster
11,15,Merry Go Round,Go-Karts,Circus Train
13,17,Flying Coaster,Flying Coaster,Merry Go Round
13,18,Inverted Coaster,Merry Go Round,Merry Go Round
14,18,Merry Go Round,Merry Go Round,Flying Coaster
14,18,Merry Go Round,Drop Tower,Kiddie Coaster
12,16,Spinning Coaster,Inverted Coaster,Bungee Jump
14,18,Flying Coaster,Water Ride,Water Ride
10,16,Flying Coaster,Flying Coaster,Merry Go Round
13,17,Merry Go Round,Go-Karts,Spinning Coaster
10,15,Go-Karts,Crazy Dance,Bumper Cars
10,17,Bungee Jump,Circus Train,Go-Karts
10,14,Giant Wheel,Flying Coaster,Flying Coaster
13,17,Flying Coaster,Merry Go Round,Spinning Coaster
10,17,Spinning Coaster,Rapids Ride,Inverted Coaster
10,14,Oz Theatre,Giant Wheel,Merry Go Round
13,18,Go-Karts,Go-Karts,Flying Coaster
14,18,Spinning Coaster,Go-Karts,Bungee Jump
13,18,Roller Coaster,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Flying Coaster,Drop Tower
10,18,Bumper Cars,Flying Coaster,Water Ride
10,18,Merry Go Round,Go-Karts,Bungee Jump
10,16,Merry Go Round,Dizzy Dropper,Kiddie Coaster
14,18,Spiral Slide,Rapids Ride,Merry Go Round
12,17,Superman Ride,Flying Coaster,Go-Karts
11,17,Go-Karts,Spinning Coaster,Himalaya Ride
13,18,Bumper Cars,Spinning Coaster,Roller Coaster
14,18,Flying Coaster,Zipline,Flying Coaster
14,18,Flying Coaster,Flying Coaster,Flying Coaster
10,16,Go-Karts,Go-Karts,Bumper Cars
13,17,Haunted House,Merry Go Round,Go-Karts
